#,Pokemon,,,New Sprites,Sprites Set,Sprites,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,AVG,Ability 1,Ability 2,Ability 3,Fully evolved,Generation
533,Gurdurr,Gurdurr,,,,,Fighting,,85,105,85,40,50,40,405,67.5,Guts,Sheer Force,Iron Fist,No,5
534,Conkeldurr,Conkeldurr,,,,,Fighting,,105,140,95,55,65,45,505,84.17,Guts,Sheer Force,Iron Fist,Yes,5
535,Tympole,Tympole,,,,,Water,,50,50,40,50,40,64,294,49,Swift Swim,Hydration,Water Absorb,No,5
536,Palpitoad,Palpitoad,,,,,Water,Ground,75,65,55,65,55,69,384,64,Swift Swim,Hydration,Water Absorb,No,5
537,Seismitoad,Seismitoad,,,,,Water,Ground,105,95,75,85,75,74,509,84.83,Swift Swim,Poison Touch,Water Absorb,Yes,5
538,Throh,Throh,,,,,Fighting,,120,100,85,30,85,45,465,77.5,Guts,Inner Focus,Mold Breaker,Yes,5
539,Sawk,Sawk,,,,,Fighting,,75,125,75,30,75,85,465,77.5,Sturdy,Inner Focus,Mold Breaker,Yes,5
540,Sewaddle,Sewaddle,,,,,Bug,Grass,45,53,70,40,60,42,310,51.67,Swarm,Chlorophyll,Overcoat,No,5
541,Swadloon,Swadloon,,,,,Bug,Grass,55,63,90,50,80,42,380,63.33,Leaf Guard,Chlorophyll,Overcoat,No,5
542,Leavanny,Leavanny,,,,,Bug,Grass,75,103,80,70,80,92,500,83.33,Swarm,Chlorophyll,Overcoat,Yes,5
543,Venipede,Venipede,,,,,Bug,Poison,30,45,59,30,39,57,260,43.33,Poison Point,Swarm,Speed Boost,No,5
544,Whirlipede,Whirlipede,,,,,Bug,Poison,40,55,99,40,79,47,360,60,Poison Point,Swarm,Speed Boost,No,5
545,Scolipede,Scolipede,,,,,Bug,Poison,60,100,89,55,69,112,485,80.83,Poison Point,Swarm,Speed Boost,Yes,5
546,Cottonee,Cottonee,,,,,Grass,Fairy,40,27,60,37,50,66,280,46.67,Prankster,Infiltrator,Chlorophyll,No,5
547,Whimsicott,Whimsicott,,,,,Grass,Fairy,60,67,85,77,75,116,480,80,Prankster,Infiltrator,Chlorophyll,Yes,5
548,Petilil,Petilil,,,,,Grass,,45,35,50,70,50,30,280,46.67,Chlorophyll,Own Tempo,Leaf Guard,No,5
549,Lilligant,Lilligant,,,,,Grass,,70,60,75,110,75,90,480,80,Chlorophyll,Own Tempo,Leaf Guard,Yes,5
549,Hisuian Lilligant,Hisuian Lilligant,,,,,Grass,Fighting,70,105,75,50,75,105,480,80,Chlorophyll,Hustle,Leaf Guard,Yes,9
550,Basculin,Basculin,,,,,Water,,70,92,65,80,55,98,460,76.67,Reckless,Adaptability,Mold Breaker,Yes,5
551,Sandile,Sandile,,,,,Ground,Dark,50,72,35,35,35,65,292,48.67,Intimidate,Moxie,Anger Point,No,5
552,Krokorok,Krokorok,,,,,Ground,Dark,60,82,45,45,45,74,351,58.5,Intimidate,Moxie,Anger Point,No,5
553,Krookodile,Krookodile,,,,,Ground,Dark,95,117,80,65,70,92,519,86.5,Intimidate,Moxie,Anger Point,Yes,5
554,Darumaka,Darumaka,,,,,Fire,,70,90,45,15,45,50,315,52.5,Hustle,,Inner Focus,No,5
554,Galarian Darumaka,Galarian Darumaka,,,,,Ice,,70,90,45,15,45,50,315,52.5,Hustle,,Inner Focus,No,8
555,Darmanitan,Darmanitan,,,,,Fire,,105,140,55,30,55,95,480,80,Sheer Force,,Zen Mode,Yes,5
555,Zen Mode Darmanitan,Zen Mode Darmanitan,,,,,Fire,Psychic,105,30,105,140,105,55,540,90,Zen Mode,,,Yes,5
555,Galarian Darmanitan,Galarian Darmanitan,,,,,Ice,,105,140,55,30,55,95,480,80,Gorilla Tactics,Zen Mode,,Yes,8
555,Galarian Zen Mode Darmanitan,Galarian Zen Mode Darmanitan,,,,,Ice,Fire,105,160,55,30,55,135,540,90,Zen Mode,,,Yes,8
556,Maractus,Maractus,,,,,Grass,,75,86,67,106,67,60,461,76.83,Water Absorb,Chlorophyll,Storm Drain,Yes,5
557,Dwebble,Dwebble,,,,,Bug,Rock,50,65,85,35,35,55,325,54.17,Sturdy,Shell Armor,Weak Armor,No,5
558,Crustle,Crustle,,,,,Bug,Rock,70,105,125,65,75,45,485,80.83,Sturdy,Shell Armor,Weak Armor,Yes,5
559,Scraggy,Scraggy,,,,,Dark,Fighting,50,75,70,35,70,48,348,58,Shed Skin,Moxie,Intimidate,No,5
560,Scrafty,Scrafty,,,,,Dark,Fighting,65,90,115,45,115,58,488,81.33,Shed Skin,Moxie,Intimidate,Yes,5
561,Sigilyph,Sigilyph,,,,,Psychic,Flying,72,58,80,103,80,97,490,81.67,Wonder Skin,Magic Guard,Tinted Lens,Yes,5
562,Yamask,Yamask,,,,,Ghost,,38,30,85,55,65,30,303,50.5,Mummy,,,No,5
562,Galarian Yamask,Galarian Yamask,,,,,Ground,Ghost,38,55,85,30,65,30,303,50.5,Wandering Spirit,,,No,8
563,Cofagrigus,Cofagrigus,,,,,Ghost,,58,50,145,95,105,30,483,80.5,Mummy,,,Yes,5
564,Tirtouga,Tirtouga,,,,,Water,Rock,54,78,103,53,45,22,355,59.17,Solid Rock,Sturdy,Swift Swim,No,5
565,Carracosta,Carracosta,,,,,Water,Rock,74,108,133,83,65,32,495,82.5,Solid Rock,Sturdy,Swift Swim,Yes,5
566,Archen,Archen,,,,,Rock,Flying,55,112,45,74,45,70,401,66.83,Defeatist,,,No,5
567,Archeops,Archeops,,,,,Rock,Flying,75,140,65,112,65,110,567,94.5,Defeatist,,,Yes,5
568,Trubbish,Trubbish,,,,,Poison,,50,50,62,40,62,65,329,54.83,Stench,Sticky Hold,Aftermath,No,5
569,Garbodor,Garbodor,,,,,Poison,,80,95,82,60,82,75,474,79,Stench,Weak Armor,Aftermath,Yes,5
569,Mega Garbodor,Mega Garbodor,,,,,Poison,,80,105,137,60,137,55,574,95.67,Neutralizing Gas,,,Yes,
570,Zorua,Zorua,,,,,Dark,,40,65,40,80,40,65,330,55,Illusion,,,No,5
570,Hisuian Zorua,Hisuian Zorua,,,,,Normal,Ghost,35,60,40,85,40,70,330,55,Illusion,,,No,9
571,Zoroark,Zoroark,,,,,Dark,,60,105,60,120,60,105,510,85,Illusion,,,Yes,5
571,Hisuian Zoroark,Hisuian Zoroark,,,,,Normal,Ghost,55,100,60,125,60,110,510,85,Illusion,,,Yes,9
572,Minccino,Minccino,,,,,Normal,,55,50,40,40,40,75,300,50,Cute Charm,Technician,Skill Link,No,5
573,Cinccino,Cinccino,,,,,Normal,,75,95,60,65,60,115,470,78.33,Cute Charm,Technician,Skill Link,Yes,5
574,Gothita,Gothita,,,,,Psychic,,45,30,50,55,65,45,290,48.33,Frisk,Competitive,Shadow Tag,No,5
575,Gothorita,Gothorita,,,,,Psychic,,60,45,70,75,85,55,390,65,Frisk,Competitive,Shadow Tag,No,5
576,Gothitelle,Gothitelle,,,,,Psychic,,70,55,95,95,110,65,490,81.67,Frisk,Competitive,Shadow Tag,Yes,5
577,Solosis,Solosis,,,,,Psychic,,45,30,40,105,50,20,290,48.33,Overcoat,Magic Guard,Regenerator,No,5
578,Duosion,Duosion,,,,,Psychic,,65,40,50,125,60,30,370,61.67,Overcoat,Magic Guard,Regenerator,No,5
579,Reuniclus,Reuniclus,,,,,Psychic,,110,65,75,125,85,30,490,81.67,Overcoat,Magic Guard,Regenerator,Yes,5
580,Ducklett,Ducklett,,,,,Water,Flying,62,44,50,44,50,55,305,50.83,Keen Eye,Big Pecks,Hydration,No,5
581,Swanna,Swanna,,,,,Water,Flying,75,87,63,87,63,98,473,78.83,Keen Eye,Big Pecks,Hydration,Yes,5
582,Vanillite,Vanillite,,,,,Ice,,36,50,50,65,60,44,305,50.83,Ice Body,Snow Cloak,Weak Armor,No,5
583,Vanillish,Vanillish,,,,,Ice,,51,65,65,80,75,59,395,65.83,Ice Body,Snow Cloak,Weak Armor,No,5
584,Vanilluxe,Vanilluxe,,,,,Ice,,71,95,85,110,95,79,535,89.17,Ice Body,Snow Warning,Weak Armor,Yes,5
585,Deerling,Deerling,,,,,Normal,Grass,60,60,50,40,50,75,335,55.83,Chlorophyll,Sap Sipper,Serene Grace,No,5
586,Sawsbuck,Sawsbuck,,,,,Normal,Grass,80,100,70,60,70,95,475,79.17,Chlorophyll,Sap Sipper,Serene Grace,Yes,5
587,Emolga,Emolga,,,,,Electric,Flying,55,75,60,75,60,103,428,71.33,Static,,Motor Drive,Yes,5
588,Karrablast,Karrablast,,,,,Bug,,50,75,45,40,45,60,315,52.5,Swarm,Shed Skin,No Guard,No,5
589,Escavalier,Escavalier,,,,,Bug,Steel,70,135,105,60,105,20,495,82.5,Swarm,Shell Armor,Overcoat,Yes,5
590,Foongus,Foongus,,,,,Grass,Poison,69,55,45,55,55,15,294,49,Effect Spore,,Regenerator,No,5
591,Amoonguss,Amoonguss,,,,,Grass,Poison,114,85,70,85,80,30,464,77.33,Effect Spore,,Regenerator,Yes,5
592,Frillish,Frillish,,,,,Water,Ghost,55,40,50,65,85,40,335,55.83,Water Absorb,Cursed Body,Damp,No,5
593,Jellicent,Jellicent,,,,,Water,Ghost,100,60,70,85,105,60,480,80,Water Absorb,Cursed Body,Damp,Yes,5
594,Alomomola,Alomomola,,,,,Water,,165,75,80,40,45,65,470,78.33,Healer,Hydration,Regenerator,Yes,5
595,Joltik,Joltik,,,,,Bug,Electric,50,47,50,57,50,65,319,53.17,Compound Eyes,Unnerve,Swarm,No,5
596,Galvantula,Galvantula,,,,,Bug,Electric,70,77,60,97,60,108,472,78.67,Compound Eyes,Unnerve,Swarm,Yes,5
597,Ferroseed,Ferroseed,,,,,Grass,Steel,44,50,91,24,86,10,305,50.83,Iron Barbs,,,No,5
598,Ferrothorn,Ferrothorn,,,,,Grass,Steel,74,94,131,54,116,20,489,81.5,Iron Barbs,,Anticipation,Yes,5
599,Klink,Klink,,,,,Steel,,40,55,70,45,60,30,300,50,Plus,Minus,Clear Body,No,5
600,Klang,Klang,,,,,Steel,,60,80,95,70,85,50,440,73.33,Plus,Minus,Clear Body,No,5
601,Klinklang,Klinklang,,,,,Steel,,60,100,115,70,85,90,520,86.67,Plus,Minus,Clear Body,Yes,5
602,Tynamo,Tynamo,,,,,Electric,,35,55,40,45,40,60,275,45.83,Levitate,,,No,5
603,Eelektrik,Eelektrik,,,,,Electric,,65,85,70,75,70,40,405,67.5,Levitate,,,No,5
604,Eelektross,Eelektross,,,,,Electric,,85,115,80,105,80,50,515,85.83,Levitate,,,Yes,5
605,Elgyem,Elgyem,,,,,Psychic,,55,55,55,85,55,30,335,55.83,Telepathy,Synchronize,Analytic,No,5
606,Beheeyem,Beheeyem,,,,,Psychic,,75,75,75,125,95,40,485,80.83,Telepathy,Synchronize,Analytic,Yes,5
607,Litwick,Litwick,,,,,Ghost,Fire,50,30,55,65,55,20,275,45.83,Flash Fire,Flame Body,Infiltrator,No,5
608,Lampent,Lampent,,,,,Ghost,Fire,60,40,60,95,60,55,370,61.67,Flash Fire,Flame Body,Infiltrator,No,5
609,Chandelure,Chandelure,,,,,Ghost,Fire,60,55,90,145,90,80,520,86.67,Flash Fire,Flame Body,Infiltrator,Yes,5
610,Axew,Axew,,,,,Dragon,,46,87,60,30,40,57,320,53.33,Rivalry,Mold Breaker,Unnerve,No,5
611,Fraxure,Fraxure,,,,,Dragon,,66,117,70,40,50,67,410,68.33,Rivalry,Mold Breaker,Unnerve,No,5
612,Haxorus,Haxorus,,,,,Dragon,,76,147,90,60,70,97,540,90,Rivalry,Mold Breaker,Unnerve,Yes,5
613,Cubchoo,Cubchoo,,,,,Ice,,55,70,40,60,40,40,305,50.83,Snow Cloak,Slush Rush,Rattled,No,5
614,Beartic,Beartic,,,,,Ice,,95,130,80,70,80,50,505,84.17,Snow Cloak,Slush Rush,Swift Swim,Yes,5
615,Cryogonal,Cryogonal,,,,,Ice,,80,50,50,95,135,105,515,85.83,Levitate,,,Yes,5
616,Shelmet,Shelmet,,,,,Bug,,50,40,85,40,65,25,305,50.83,Hydration,Shell Armor,Overcoat,No,5
617,Accelgor,Accelgor,,,,,Bug,,80,70,40,100,60,145,495,82.5,Hydration,Sticky Hold,Unburden,Yes,5
618,Stunfisk,Stunfisk,,,,,Ground,Electric,109,66,84,81,99,32,471,78.5,Static,Limber,Sand Veil,Yes,5
618,Galarian Stunfisk,Galarian Stunfisk,,,,,Ground,Steel,109,81,99,66,84,32,471,78.5,Mimicry,,,Yes,8
619,Mienfoo,Mienfoo,,,,,Fighting,,45,85,50,55,50,65,350,58.33,Inner Focus,Regenerator,Reckless,No,5
620,Mienshao,Mienshao,,,,,Fighting,,65,125,60,95,60,105,510,85,Inner Focus,Regenerator,Reckless,Yes,5
621,Druddigon,Druddigon,,,,,Dragon,,77,120,90,60,90,48,485,80.83,Rough Skin,Sheer Force,Mold Breaker,Yes,5
622,Golett,Golett,,,,,Ground,Ghost,59,74,50,35,50,35,303,50.5,Iron Fist,Klutz,No Guard,No,5
623,Golurk,Golurk,,,,,Ground,Ghost,89,124,80,55,80,55,483,80.5,Iron Fist,Klutz,No Guard,Yes,5
624,Pawniard,Pawniard,,,,,Dark,Steel,45,85,70,40,40,60,340,56.67,Defiant,Inner Focus,Pressure,No,5
625,Bisharp,Bisharp,,,,,Dark,Steel,65,125,100,60,70,70,490,81.67,Defiant,Inner Focus,Pressure,No,5
626,Bouffalant,Bouffalant,,,,,Normal,,95,110,95,40,95,55,490,81.67,Reckless,Sap Sipper,Soundproof,Yes,5
627,Rufflet,Rufflet,,,,,Normal,Flying,70,83,50,37,50,60,350,58.33,Keen Eye,Sheer Force,Hustle,No,5
628,Braviary,Braviary,,,,,Normal,Flying,100,123,75,57,75,80,510,85,Keen Eye,Sheer Force,Defiant,Yes,5
628,Hisuian Braviary,Hisuian Braviary,,,,,Psychic,Flying,110,83,70,112,70,65,510,85,Keen Eye,Sheer Force,Tinted Lens,Yes,9
629,Vullaby,Vullaby,,,,,Dark,Flying,70,55,75,45,65,60,370,61.67,Big Pecks,Overcoat,Weak Armor,No,5
630,Mandibuzz,Mandibuzz,,,,,Dark,Flying,110,65,105,55,95,80,510,85,Big Pecks,Overcoat,Weak Armor,Yes,5
631,Heatmor,Heatmor,,,,,Fire,,85,97,66,105,66,65,484,80.67,Gluttony,Flash Fire,White Smoke,Yes,5
632,Durant,Durant,,,,,Bug,Steel,58,109,112,48,48,109,484,80.67,Swarm,Hustle,Truant,Yes,5
633,Deino,Deino,,,,,Dark,Dragon,52,65,50,45,50,38,300,50,Hustle,,,No,5
634,Zweilous,Zweilous,,,,,Dark,Dragon,72,85,70,65,70,58,420,70,Hustle,,,No,5
635,Hydreigon,Hydreigon,,,,,Dark,Dragon,92,105,90,125,90,98,600,100,Levitate,,,Yes,5
636,Larvesta,Larvesta,,,,,Bug,Fire,55,85,55,50,55,60,360,60,Flame Body,,Swarm,No,5
637,Volcarona,Volcarona,,,,,Bug,Fire,85,60,65,135,105,100,550,91.67,Flame Body,,Swarm,Yes,5
638,Cobalion,Cobalion,,,,,Steel,Fighting,91,90,129,90,72,108,580,96.67,Justified,,,Yes,5
639,Terrakion,Terrakion,,,,,Rock,Fighting,91,129,90,72,90,108,580,96.67,Justified,,,Yes,5
640,Virizion,Virizion,,,,,Grass,Fighting,91,90,72,90,129,108,580,96.67,Justified,,,Yes,5
641,Tornadus-Incarnate,Tornadus-Incarnate,,,,,Flying,,79,115,70,125,80,111,580,96.67,Prankster,,Defiant,Yes,5
641,Tornadus-Therian,Tornadus-Therian,,,,,Flying,,79,100,80,110,90,121,580,96.67,Regenerator,,,Yes,5
642,Thundurus-Incarnate,Thundurus-Incarnate,,,,,Electric,Flying,79,115,70,125,80,111,580,96.67,Prankster,,Defiant,Yes,5
642,Thundurus-Therian,Thundurus-Therian,,,,,Electric,Flying,79,105,70,145,80,101,580,96.67,Volt Absorb,,,Yes,5
643,Reshiram,Reshiram,,,,,Dragon,Fire,100,120,100,150,120,90,680,113.33,Turboblaze,,,Yes,5
644,Zekrom,Zekrom,,,,,Dragon,Electric,100,150,120,120,100,90,680,113.33,Teravolt,,,Yes,5
645,Landorus-Incarnate,Landorus-Incarnate,,,,,Ground,Flying,89,125,90,115,80,101,600,100,Sand Force,,Sheer Force,Yes,5
645,Landorus-Therian,Landorus-Therian,,,,,Ground,Flying,89,145,90,105,80,91,600,100,Intimidate,,,Yes,5
646,Kyurem,Kyurem,,,,,Dragon,Ice,125,130,90,130,90,95,660,110,Pressure,,,Yes,5
646,Kyurem-Black,Kyurem-Black,,,,,Dragon,Ice,125,170,100,120,90,95,700,116.67,Teravolt,,,Yes,5
646,Kyurem-White,Kyurem-White,,,,,Dragon,Ice,125,120,90,170,100,95,700,116.67,Turboblaze,,,Yes,5
647,Keldeo,Keldeo,,,,,Water,Fighting,91,72,90,129,90,108,580,96.67,Justified,,,Yes,5
648,Meloetta,Meloetta,,,,,Normal,Psychic,100,77,77,128,128,90,600,100,Serene Grace,,,Yes,5
648,Meloetta-Pirouette,Meloetta-Pirouette,,,,,Normal,Fighting,100,128,90,77,77,128,600,100,Serene Grace,,,Yes,5
649,Genesect,Genesect,,,,,Bug,Steel,71,120,95,120,95,99,600,100,Download,,,Yes,5
650,Chespin,Chespin,,,,,Grass,,56,61,65,48,45,38,313,52.17,Overgrow,,Bulletproof,No,6
651,Quilladin,Quilladin,,,,,Grass,,61,78,95,56,58,57,405,67.5,Overgrow,,Bulletproof,No,6
652,Chesnaught,Chesnaught,,,,,Grass,Fighting,88,107,122,74,75,64,530,88.33,Overgrow,,Bulletproof,Yes,6
653,Fennekin,Fennekin,,,,,Fire,,40,45,40,62,60,60,307,51.17,Blaze,,Magician,No,6
654,Braixen,Braixen,,,,,Fire,,59,59,58,90,70,73,409,68.17,Blaze,,Magician,No,6
655,Delphox,Delphox,,,,,Fire,Psychic,75,69,72,114,100,104,534,89,Blaze,,Magician,Yes,6
656,Froakie,Froakie,,,,,Water,,41,56,40,62,44,71,314,52.33,Torrent,,Protean,No,6
657,Frogadier,Frogadier,,,,,Water,,54,63,52,83,56,97,405,67.5,Torrent,,Protean,No,6
658,Greninja,Greninja,,,,,Water,Dark,72,95,67,103,71,122,530,88.33,Torrent,Battle Bond,Protean,Yes,6
658,Ash Greninja,Ash Greninja,,,,,Water,Dark,72,145,67,153,71,132,640,106.67,Battle Bond,,,Yes,7
659,Bunnelby,Bunnelby,,,,,Normal,,38,36,38,32,36,57,237,39.5,Pickup,Cheek Pouch,Huge Power,No,6
660,Diggersby,Diggersby,,,,,Normal,Ground,85,56,77,50,77,78,423,70.5,Pickup,Cheek Pouch,Huge Power,Yes,6
661,Fletchling,Fletchling,,,,,Normal,Flying,45,50,43,40,38,62,278,46.33,Big Pecks,,Gale Wings,No,6
662,Fletchinder,Fletchinder,,,,,Fire,Flying,62,73,55,56,52,84,382,63.67,Flame Body,,Gale Wings,No,6
663,Talonflame,Talonflame,,,,,Fire,Flying,78,81,71,74,69,126,499,83.17,Flame Body,,Gale Wings,Yes,6
664,Scatterbug,Scatterbug,,,,,Bug,,38,35,40,27,25,35,200,33.33,Shield Dust,Compound Eyes,Friend Guard,No,6
665,Spewpa,Spewpa,,,,,Bug,,45,22,60,27,30,29,213,35.5,Shed Skin,,Friend Guard,No,6
666,Vivillon,Vivillon,,,,,Bug,Flying,80,52,50,90,50,89,411,68.5,Shield Dust,Compound Eyes,Friend Guard,Yes,6
667,Litleo,Litleo,,,,,Fire,Normal,62,50,58,73,54,72,369,61.5,Rivalry,Unnerve,Moxie,No,6
668,Pyroar,Pyroar,,,,,Fire,Normal,86,68,72,109,66,106,507,84.5,Rivalry,Unnerve,Moxie,Yes,6
669,Flabebe,Flabebe,,,,,Fairy,,44,38,39,61,79,42,303,50.5,Flower Veil,,,No,6
670,Floette,Floette,,,,,Fairy,,54,45,47,75,98,52,371,61.83,Flower Veil,,Symbiosis,No,6
671,Florges,Florges,,,,,Fairy,,78,65,68,112,154,75,552,92,Flower Veil,,Symbiosis,Yes,6
672,Skiddo,Skiddo,,,,,Grass,,66,65,48,62,57,52,350,58.33,Sap Sipper,,Grass Pelt,No,6
673,Gogoat,Gogoat,,,,,Grass,,123,100,62,97,81,68,531,88.5,Sap Sipper,,Grass Pelt,Yes,6
674,Pancham,Pancham,,,,,Dark,,67,82,62,46,48,43,348,58,Iron Fist,Mold Breaker,Scrappy,No,6
675,Pangoro,Pangoro,,,,,Dark,Fighting,95,124,78,69,71,58,495,82.5,Iron Fist,Mold Breaker,Scrappy,Yes,6
676,Furfrou,Furfrou,,,,,Normal,,75,80,60,65,90,102,472,78.67,Fur Coat,,,Yes,6
677,Espurr,Espurr,,,,,Psychic,,62,48,54,63,60,68,355,59.17,Keen Eye,Infiltrator,Own Tempo,No,6
678,Meowstic,Meowstic,,,,,Psychic,,74,48,76,83,81,104,466,77.67,Keen Eye,Infiltrator,Prankster,Yes,6
678,Meowstic-Female,Meowstic-Female,,,,,Psychic,,74,48,76,83,81,104,466,77.67,Keen Eye,Infiltrator,Competitive,Yes,6
679,Honedge,Honedge,,,,,Steel,Ghost,45,80,100,35,37,28,325,54.17,No Guard,,,No,6
680,Doublade,Doublade,,,,,Steel,Ghost,59,110,150,45,49,35,448,74.67,No Guard,,,No,6
681,Aegislash,Aegislash,,,,,Steel,Ghost,60,50,150,50,150,60,520,86.67,Stance Change,,,Yes,6
681,Aegislash-Blade,Aegislash-Blade,,,,,Steel,Ghost,60,150,50,150,50,60,520,86.67,Stance Change,,,Yes,6
682,Spritzee,Spritzee,,,,,Fairy,,78,52,60,63,65,23,341,56.83,Healer,,Aroma Veil,No,6
683,Aromatisse,Aromatisse,,,,,Fairy,,101,72,72,99,89,29,462,77,Healer,,Aroma Veil,Yes,6
684,Swirlix,Swirlix,,,,,Fairy,,62,48,66,59,57,49,341,56.83,Sweet Veil,,Unburden,No,6
685,Slurpuff,Slurpuff,,,,,Fairy,,82,80,86,85,75,72,480,80,Sweet Veil,,Unburden,Yes,6
686,Inkay,Inkay,,,,,Dark,Psychic,53,54,53,37,46,45,288,48,Contrary,Suction Cups,Infiltrator,No,6
687,Malamar,Malamar,,,,,Dark,Psychic,86,92,88,68,75,73,482,80.33,Contrary,Suction Cups,Infiltrator,Yes,6
688,Binacle,Binacle,,,,,Rock,Water,42,52,67,39,56,50,306,51,Sniper,Tough Claws,Pickpocket,No,6
689,Barbaracle,Barbaracle,,,,,Rock,Water,72,105,115,54,86,68,500,83.33,Sniper,Tough Claws,Pickpocket,Yes,6
690,Skrelp,Skrelp,,,,,Poison,Water,50,60,60,60,60,30,320,53.33,Poison Point,Poison Touch,Adaptability,No,6
691,Dragalge,Dragalge,,,,,Poison,Dragon,65,75,90,97,123,44,494,82.33,Poison Point,Poison Touch,Adaptability,Yes,6
692,Clauncher,Clauncher,,,,,Water,,50,53,62,58,63,44,330,55,Mega Launcher,,,No,6
693,Clawitzer,Clawitzer,,,,,Water,,71,73,88,120,89,59,500,83.33,Mega Launcher,,,Yes,6
694,Helioptile,Helioptile,,,,,Electric,Normal,44,38,33,61,43,70,289,48.17,Dry Skin,Sand Veil,Solar Power,No,6
695,Heliolisk,Heliolisk,,,,,Electric,Normal,62,55,52,109,94,109,481,80.17,Dry Skin,Sand Veil,Solar Power,Yes,6
696,Tyrunt,Tyrunt,,,,,Rock,Dragon,58,89,77,45,45,48,362,60.33,Strong Jaw,,Sturdy,No,6
697,Tyrantrum,Tyrantrum,,,,,Rock,Dragon,82,121,119,69,59,71,521,86.83,Strong Jaw,,Rock Head,Yes,6
698,Amaura,Amaura,,,,,Rock,Ice,77,59,50,67,63,46,362,60.33,Refrigerate,,Snow Warning,No,6
699,Aurorus,Aurorus,,,,,Rock,Ice,123,77,72,99,92,58,521,86.83,Refrigerate,,Snow Warning,Yes,6
700,Sylveon,Sylveon,,,,,Fairy,,95,65,65,110,130,60,525,87.5,Cute Charm,,Pixilate,Yes,6
701,Hawlucha,Hawlucha,,,,,Fighting,Flying,78,92,75,74,63,118,500,83.33,Limber,Unburden,Mold Breaker,Yes,6
702,Dedenne,Dedenne,,,,,Electric,Fairy,67,58,57,81,67,101,431,71.83,Cheek Pouch,Pickup,Plus,Yes,6
703,Carbink,Carbink,,,,,Rock,Fairy,50,50,150,50,150,50,500,83.33,Clear Body,,Sturdy,Yes,6
704,Goomy,Goomy,,,,,Dragon,,45,50,35,55,75,40,300,50,Sap Sipper,Hydration,Gooey,No,6
705,Sliggoo,Sliggoo,,,,,Dragon,,68,75,53,83,113,60,452,75.33,Sap Sipper,Hydration,Gooey,No,6
705,Hisuian Sliggoo,Hisuian Sliggoo,,,,,Steel,Dragon,58,75,83,83,113,40,452,75.33,Sap Sipper,Shell Armor,Gooey,No,9
706,Goodra,Goodra,,,,,Dragon,,90,100,70,110,150,80,600,100,Sap Sipper,Hydration,Gooey,Yes,6
706,Hisuian Goodra,Hisuian Goodra,,,,,Steel,Dragon,80,100,100,110,150,60,600,100,Sap Sipper,Shell Armor,Gooey,Yes,9
707,Klefki,Klefki,,,,,Steel,Fairy,57,80,91,80,87,75,470,78.33,Prankster,,Magician,Yes,6
708,Phantump,Phantump,,,,,Ghost,Grass,43,70,48,50,60,38,309,51.5,Natural Cure,Frisk,Harvest,No,6
709,Trevenant,Trevenant,,,,,Ghost,Grass,85,110,76,65,82,56,474,79,Natural Cure,Frisk,Harvest,Yes,6
710,Pumpkaboo-Small,Pumpkaboo-Small,,,,,Ghost,Grass,44,66,70,44,55,56,335,55.83,Pickup,Frisk,Insomnia,No,6
710,Pumpkaboo,Pumpkaboo,,,,,Ghost,Grass,49,66,70,44,55,51,335,55.83,Pickup,Frisk,Insomnia,No,6
710,Pumpkaboo-Large,Pumpkaboo-Large,,,,,Ghost,Grass,54,66,70,44,55,46,335,55.83,Pickup,Frisk,Insomnia,No,6
710,Pumpkaboo-Super,Pumpkaboo-Super,,,,,Ghost,Grass,59,66,70,44,55,41,335,55.83,Pickup,Frisk,Insomnia,No,6
711,Gourgeist-Small,Gourgeist-Small,,,,,Ghost,Grass,55,85,122,58,75,99,494,82.33,Pickup,Frisk,Insomnia,No,6
711,Gourgeist,Gourgeist,,,,,Ghost,Grass,65,90,122,58,75,54,464,77.33,Pickup,Frisk,Insomnia,Yes,6
711,Gourgeist-Large,Gourgeist-Large,,,,,Ghost,Grass,75,95,122,58,75,69,494,82.33,Pickup,Frisk,Insomnia,Yes,6
711,Gourgeist-Super,Gourgeist-Super,,,,,Ghost,Grass,85,100,122,58,75,54,494,82.33,Pickup,Frisk,Insomnia,Yes,6
712,Bergmite,Bergmite,,,,,Ice,,55,69,85,32,35,28,304,50.67,Own Tempo,Ice Body,Sturdy,No,6
713,Avalugg,Avalugg,,,,,Ice,,95,117,184,44,46,28,514,85.67,Own Tempo,Ice Body,Sturdy,Yes,6
713,Hisuian Avalugg,Hisuian Avalugg,,,,,Ice,Rock,95,127,184,34,36,38,514,85.67,Strong Jaw,Ice Body,Sturdy,Yes,9
714,Noibat,Noibat,,,,,Dragon,Flying,40,30,35,45,40,55,245,40.83,Frisk,Infiltrator,Telepathy,No,6
715,Noivern,Noivern,,,,,Dragon,Flying,85,70,80,97,80,123,535,89.17,Frisk,Infiltrator,Telepathy,Yes,6
716,Xerneas,Xerneas,,,,,Fairy,,126,131,95,131,98,99,680,113.33,Fairy Aura,,,Yes,6
717,Yveltal,Yveltal,,,,,Dark,Flying,126,131,95,131,98,99,680,113.33,Dark Aura,,,Yes,6
718,Zygarde,Zygarde,,,,,Dragon,Ground,108,100,121,81,95,95,600,100,Aura Break,Power Construct,,Yes,6
